,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt",
63,McNeese St.,Slnd,27-6,113.4142693,65,100.7421185,74,0.796175015,63,27.23459818,6.765401819,19,1,19-1,0.415303726,0.544306428,0.344072614,0.43036075,0.544306428,0.344072614,0.86634791,0.776741796,104.6247377,106.5150931,105.0535011,106.1505505,115.4161338,101.4886922,106.0260034,89.94819922,0.86889002,2,0.022103099,1572,1261,1323.55,1.187714858,0.952740735,0,0.95,-0.85650225,58,124,65.24875549
64,Penn St.,B10,16-15,113.5687867,63,100.9088503,78,0.795629201,64,16,15,6,14,14-Jun,0.650150534,0.320830322,0.831276651,0.650150534,0.320830322,0.831276651,0.69732323,0.906168865,110.9886968,103.2446529,110.9886968,103.2446529,113.0456972,101.6587899,122.1605024,108.2660197,0.800362405,10,-0.050642994,1462,1549,1396.9875,1.046537639,1.108814503,0,0.3,-3.706201348,84,300,70.11415039
65,Arizona St.,B12,13-19,113.207768,67,100.8066519,76,0.791540303,65,13.48906936,19.51093064,4,16,16-Apr,0.790925548,0.649590671,0.866959508,0.791160044,0.649590671,0.866959508,0.580095409,0.688021704,114.6687127,98.68304067,114.5835076,98.69948703,113.6636151,101.6747121,117.2772837,101.8331139,0.835327612,17,-0.014050044,1436,1591,1403.6625,1.023037945,1.13346335,0,0.2,-3.090372402,78,216,68.30035514
66,Iowa,B10,17-16,119.4277465,18,106.5573985,178,0.787733836,66,17,16,7,13,13-Jul,0.698399585,0.398213686,0.844038385,0.698399585,0.398213686,0.844038385,0.657019154,0.863435497,112.4727697,102.1817423,112.4727697,102.1817423,119.7203682,108.4520052,122.2868686,112.484746,0.723291662,15,0.007550122,1548,1654,1396.9375,1.108138338,1.184018612,0,0.35,-2.439098074,69,156,69.72899138
67,Utah,B12,16-16,112.5261076,73,100.4571007,71,0.786629383,67,16.54608856,16.45391144,8,12,12-Aug,0.688895831,0.3748954,0.857207604,0.690867485,0.3748954,0.857207604,0.660561873,0.876580573,111.5321218,101.8730209,111.6684004,101.9757567,112.074654,100.7418631,119.2833303,113.6304676,0.636064676,13,-0.013850558,1383,1488,1359.5,1.017285767,1.094520044,0,0.4,-2.985301673,76,214,68.76643736
68,Rutgers,B10,15-17,115.7140538,48,103.7452081,119,0.778270748,68,15,17,8,12,12-Aug,0.714610136,0.453150743,0.853433676,0.714610136,0.453150743,0.853433676,0.653095347,0.822849446,112.3639803,100.9640752,112.3639803,100.9640752,116.5591596,102.9537422,126.8742837,111.1876624,0.820205252,15,-0.019152655,1486,1575,1389.25,1.069641893,1.133705237,0,0.4,-3.641544321,83,229,68.59631311
69,UCF,B12,17-16,115.4920327,51,103.629748,113,0.776665104,69,17.60414055,16.39585945,7,13,13-Jul,0.732065383,0.497307722,0.848689472,0.730975157,0.497307722,0.848689472,0.646977491,0.845624936,111.6846637,99.09510055,111.8118736,99.35677743,116.556319,104.3970326,122.9173607,109.1623711,0.79653422,13,0.032508953,1547,1660,1471.6,1.051236749,1.12802392,0,0.35,-1.989330603,67,99,71.72888616
70,Wake Forest,ACC,21-11,107.9309263,137,97.0598383,36,0.772218973,70,21,11,13,7,13-7,0.646904836,0.485172271,0.724132022,0.646904836,0.485172271,0.724132022,0.693631007,0.733182009,110.8840963,102.8050628,110.8840963,102.8050628,110.8923634,98.14489449,112.6263959,100.7806332,0.782108099,10,0.107355631,1443,1404,1355.1125,1.064856239,1.036076341,0,0.65,0.644205393,48,13,67.13783078
71,George Mason,A10,26-8,105.7394905,191,95.09262474,19,0.772144616,71,26.82679664,8.173203362,15,3,15-3,0.508095769,0.369670765,0.56656068,0.507552976,0.369670765,0.56656068,0.821842745,0.84053683,107.4095786,105.8744403,107.4559255,105.9781184,105.3415171,95.66444618,100.3799594,94.25336688,0.673536571,4,0.068688803,1211,1147,1179.75,1.026488663,0.972239881,0,0.833333333,-0.288017969,55,41,64.64311691
72,Pittsburgh,ACC,17-15,113.923321,60,102.7408216,104,0.766407325,72,17,15,8,12,12-Aug,0.676323684,0.581240518,0.72855257,0.676323684,0.581240518,0.72855257,0.711713696,0.760767926,111.7048818,102.5380229,111.7048818,102.5380229,113.25142,105.5509784,119.6805371,110.1660183,0.721644076,9,-0.013885546,1430,1456,1315.325,1.087183776,1.106950754,0,0.4,-3.749464352,85,215,66.40911494
73,North Texas,Amer,24-8,109.2163777,118,98.67251761,48,0.762698717,73,24.82621354,8.173786456,14,4,14-4,0.494188157,0.449629591,0.522546509,0.493664192,0.449629591,0.522546509,0.857218149,0.841360523,108.0004221,107.4393049,107.9948506,107.4799174,111.4789095,100.4022606,93.33592316,82.23288714,0.810992508,1,0.034223313,1231,1107,1090.3625,1.128982334,1.015258687,0,0.777777778,-1.833503944,66,94,60.35637552
74,TCU,B12,16-16,106.3165999,174,96.13881279,27,0.760828243,74,16,16,9,11,11-Sep,0.75261508,0.567048257,0.855176396,0.75261508,0.567048257,0.855176396,0.624100881,0.777956606,113.5624261,100.007609,113.5624261,100.007609,107.9395747,98.19960844,114.4818,103.8511487,0.754129354,14,0.057306815,1298,1428,1324.1875,0.980223722,1.07839713,0,0.45,-1.730169168,63,48,66.42114772
75,Stanford,ACC,20-13,112.2622565,75,101.5792064,88,0.759508517,75,20.79988213,13.20011787,11,9,9-Nov,0.627448748,0.452727536,0.709140503,0.624166613,0.452727536,0.709140503,0.746322686,0.862099369,109.7193411,102.8760652,109.6196216,102.9604124,112.4095694,101.0171229,116.2512152,109.7055891,0.660710399,8,0.019902211,1410,1423,1322.25,1.066364152,1.076195878,0,0.55,-2.610927862,72,133,66.01464815
76,South Carolina,SEC,20-Dec,109.760767,109,99.39088454,59,0.757916698,76,12,20,2,16,16-Feb,0.727178844,0.473256058,0.903101094,0.727178844,0.473256058,0.903101094,0.617850764,0.85013535,114.099848,100.9370134,114.099848,100.9370134,108.6657915,99.04878434,116.2469483,108.1742247,0.695867805,19,-0.070461281,1182,1361,1210.3375,0.976587109,1.124479742,0,0.111111111,-5.627660476,119,326,65.33655709
77,Butler,BE,14-19,116.0293181,44,105.2633027,150,0.753960432,77,14.45391144,19.54608856,6,14,14-Jun,0.701488609,0.565945981,0.766452271,0.703992749,0.565945981,0.766452271,0.675815408,0.738142383,111.5191647,100.7603366,111.5487806,100.7514179,118.1365725,107.1175785,114.6084057,104.6151826,0.740616115,12,-0.068446138,1499,1545,1363.1,1.099699215,1.133445822,0,0.3,-6.07447593,123,324,67.26942922
78,Dayton,A10,22-10,114.6539513,57,104.3457419,129,0.747136753,78,22.47997453,10.52002547,12,6,6-Dec,0.593815565,0.554900967,0.613838821,0.597142538,0.554900967,0.613838821,0.791043206,0.778529413,108.2984293,103.0208725,108.466108,103.0962385,113.3658794,105.8727133,149.9167647,123.5112543,0.902744806,7,0.071989117,1335,1296,1218.5375,1.095575639,1.063570058,0,0.666666667,-1.511897771,62,36,65.74748038
79,Yale,Ivy,22-7,113.9071247,61,103.715754,118,0.746094113,79,22.19523586,7.804764141,13,1,13-1,0.409544259,0.429202731,0.378925435,0.426683992,0.429202731,0.378925435,0.872552063,0.850324656,105.7865938,108.7080031,106.1275972,108.1705245,114.1324978,103.5003092,122.8969137,107.8995351,0.817077505,1,-0.005444774,1157,969,971.4625,1.190987815,0.997465162,0,0.928571429,-2.694554127,74,192,67.20831487
80,UC Irvine,BW,28-6,106.3743274,169,96.9239886,33,0.744583218,80,28.76018986,6.23981014,17,3,17-3,0.475230482,0.523070653,0.428178489,0.477469591,0.523070653,0.428178489,0.864984997,0.844877383,106.1002472,106.5946657,106.223739,106.6434669,107.3672157,97.3277366,105.0029861,90.06447307,0.853812876,2,0.113848438,1556,1344,1419.7875,1.095938653,0.946620533,0,0.85,0.20907608,51,11,68.66211968
81,Colorado,B12,14-20,108.4960434,129,98.945594,51,0.742623839,81,14.34943361,20.65056639,3,17,17-Mar,0.746879929,0.505858089,0.860137255,0.749627955,0.505858089,0.860137255,0.612506421,0.788240516,112.8890944,99.48067055,113.0523207,99.56612025,107.1770429,100.1729015,115.7771825,105.1192267,0.752237506,15,-0.00556068,1329,1474,1361.225,0.976326471,1.08284817,0,0.15,-4.432211013,95,193,67.52883873
82,Saint Joseph's,A10,22-12,110.6905566,98,101.0996659,83,0.739286736,82,22.71648262,12.28351738,11,7,7-Nov,0.530334065,0.428656575,0.585971154,0.532384371,0.428656575,0.585971154,0.837841654,0.863016302,106.4319576,104.9865276,106.6964043,105.1753401,112.5260702,102.2209637,115.9078251,99.18062826,0.857209559,3,-0.023252299,1357,1242,1220.3625,1.111964683,1.017730387,0,0.611111111,-4.730191901,106,237,67.99580268
83,Grand Canyon,WAC,26-7,108.5323279,127,99.4708347,60,0.731571699,83,26.13722306,7.862776937,13,3,13-3,0.410519984,0.414860858,0.390453121,0.426235864,0.414860858,0.390453121,0.882852956,0.883177096,102.7110121,106.116692,103.1693293,105.6901501,107.6288461,98.81640781,174.7504257,159.2054606,0.744858752,1,0.022024292,1235,1086,1150.7125,1.073248096,0.943763103,0,0.8125,-2.481224621,70,126,71.46711462
84,LSU,SEC,14-18,108.5031233,128,99.58424953,62,0.728378613,84,14,18,3,15,15-Mar,0.696285285,0.402998654,0.897407368,0.696285285,0.402998654,0.897407368,0.627808684,0.869557611,112.4945408,102.1313438,112.4945408,102.1313438,109.2924149,100.2072616,108.0718599,98.50003593,0.743931469,17,-0.002793038,1206,1393,1229.15,0.981165846,1.133303502,0,0.166666667,-4.013334998,87,184,68.04633593
85,High Point,BSth,29-5,117.7087087,29,108.1364836,213,0.726197826,85,29.1687293,5.831270698,14,2,14-2,0.341574082,0.330454289,0.336316754,0.358355129,0.330454289,0.336316754,0.919281932,0.936230709,103.7105036,109.7234075,104.3570478,109.4288506,120.3334936,107.355338,0,0,0,0,0.033054639,1389,1160,1112.1625,1.248918211,1.043013049,0,0.875,-1.822491071,64,97,66.47224164
86,Minnesota,B10,15-17,109.9313668,106,101.49149,86,0.71476384,86,15,17,7,13,13-Jul,0.705335147,0.415865208,0.85787548,0.705335147,0.415865208,0.85787548,0.676730286,0.914264407,112.2150954,101.6778013,112.2150954,101.6778013,113.8244767,103.7393597,127.6014335,118.6000432,0.698734662,11,0.012767859,1370,1501,1314.2375,1.042429546,1.142107115,0,0.35,-4.460238332,97,139,62.61979705
87,Oklahoma St.,B12,15-17,107.8189376,140,99.58787049,63,0.713664513,87,15.7820344,17.2179656,7,13,13-Jul,0.721278371,0.450621705,0.863252629,0.714078476,0.450621705,0.863252629,0.652137333,0.886149939,112.8329118,100.6025754,112.5789665,100.7372693,107.811491,97.9094373,108.0094461,106.4595111,0.541459696,13,0.03996819,1387,1540,1424.425,0.97372624,1.081138003,0,0.35,-3.472761711,82,83,71.32651842
88,Nevada,MWC,17-16,112.1123354,79,103.8254894,120,0.707460766,88,17,16,8,12,12-Aug,0.621277795,0.577659159,0.648306904,0.621277795,0.577659159,0.648306904,0.770154106,0.823699378,108.9033534,103.0019463,108.9033534,103.0019463,109.7037968,104.846817,109.3423251,103.5284388,0.652110231,8,-0.035524183,1386,1381,1301.8125,1.064669451,1.060828652,0,0.4,-6.3932978,128,268,63.76646515
89,UNLV,MWC,18-15,106.8588277,162,99.17062991,55,0.702382076,89,18,15,11,9,9-Nov,0.623808433,0.592645824,0.648809135,0.623808433,0.592645824,0.648809135,0.759136092,0.785796479,109.6486736,103.4841309,109.6486736,103.4841309,107.9715465,98.84578906,110.3392708,109.8177391,0.513617877,8,0.007361218,1373,1354,1324.0625,1.036960113,1.022610338,0,0.55,-5.01888371,110,158,65.66535604
90,Georgia Tech,ACC,17-16,107.4326658,151,99.83260799,66,0.699254078,90,17.75519556,16.24480444,10,10,10-Oct,0.617417839,0.399641384,0.715805779,0.614083843,0.399641384,0.715805779,0.734791696,0.851752332,110.1326914,103.9526125,110.0295149,104.0267754,107.5983733,100.0530141,120.7752473,109.3182105,0.758813624,9,-0.006149345,1417,1452,1375.2,1.030395579,1.055846422,0,0.5,-5.111856849,112,195,68.6636191
91,Oregon St.,WCC,20-12,116.009799,45,107.9921145,209,0.694997693,91,20.39585945,12.60414055,10,8,8-Oct,0.50676576,0.393388808,0.593674205,0.514944528,0.393388808,0.593674205,0.807246288,0.889731198,107.1081536,105.4040135,107.3701498,105.3485677,118.9788896,111.7383424,123.1787831,114.8483899,0.691101717,5,-0.004702663,1381,1337,1175.5,1.174819226,1.137388345,0,0.555555556,-4.417471772,94,190,63.70729517
92,St. Bonaventure,A10,22-11,106.4663914,165,99.20291548,56,0.692665936,92,22.73662229,11.26337771,9,9,9-Sep,0.513877271,0.376416138,0.586877045,0.514080112,0.376416138,0.586877045,0.841561784,0.902969612,107.1294312,105.9709639,107.0384615,105.8923686,108.167014,103.1678481,123.655775,111.3765374,0.76900965,4,0.032499639,1218,1233,1168.85,1.042049878,1.054883005,0,0.5,-4.053180507,88,100,64.21755401
93,Florida St.,ACC,17-15,107.8138244,141,100.4961887,72,0.691744997,93,17,15,8,12,12-Aug,0.628571015,0.447095783,0.727383494,0.628571015,0.447095783,0.727383494,0.748602655,0.85939375,110.3229904,103.2662899,110.3229904,103.2662899,109.7954312,104.1748786,127.2015515,124.8931868,0.552458931,6,0.005520651,1454,1528,1382.8125,1.051480226,1.10499435,0,0.4,-5.107583793,111,162,69.59811945
94,Georgetown,BE,17-15,107.05897,156,99.86244498,67,0.690025887,94,17.54223673,15.45776327,8,12,12-Aug,0.609830766,0.311061786,0.772787534,0.611129567,0.311061786,0.772787534,0.739167582,0.899367374,109.0856117,103.6557774,109.1942631,103.7467072,108.2074305,98.86493391,105.7010843,98.14553091,0.701171628,9,0.009862861,1378,1429,1349.9125,1.020806904,1.058587131,0,0.4,-4.659887433,103,148,68.16837609
95,Arkansas St.,SB,24-10,109.6927964,112,102.5267727,96,0.685019587,95,24.68933317,10.31066683,13,5,13-5,0.419785946,0.463334915,0.363654946,0.424057457,0.463334915,0.363654946,0.879826962,0.827369163,104.6036812,107.1277446,104.6860325,107.0601559,111.6835468,102.3148386,103.846618,86.30823025,0.893536526,1,-0.006326051,1433,1207,1238.05,1.157465369,0.974920237,0,0.722222222,-4.65017749,102,196,69.56924141
96,Virginia,ACC,15-17,111.6355706,89,104.4740343,134,0.681888332,96,15,17,8,12,12-Aug,0.655073669,0.512564422,0.731244735,0.655073669,0.512564422,0.731244735,0.703216229,0.735927366,110.6410693,102.3051085,110.6410693,102.3051085,113.6089363,107.1435469,121.0860474,118.0860534,0.571631253,9,-0.006783264,1325,1410,1235.4625,1.072472859,1.141273005,0,0.4,-5.550128938,117,198,60.93670098
97,Notre Dame,ACC,15-18,110.5566325,99,103.6391867,115,0.677660811,97,15,18,8,12,12-Aug,0.64625708,0.508648959,0.704175921,0.64625708,0.508648959,0.704175921,0.727381463,0.75450953,110.8846565,103.3279794,110.8846565,103.3279794,112.6877846,105.6354794,125.128663,118.5064093,0.651427044,7,-0.032821467,1445,1494,1342.225,1.07657062,1.113077167,0,0.4,-6.992495319,138,261,64.60765472
98,Loyola Chicago,A10,22-11,107.7590221,143,101.0617067,82,0.676538869,98,22.51295213,11.48704787,12,6,6-Dec,0.497534211,0.299375293,0.610333129,0.500417856,0.299375293,0.610333129,0.853256688,0.935946624,105.9291326,105.8219837,105.9999245,105.7874342,109.4425926,101.8639124,127.9407617,120.5578147,0.664527481,2,0.023926258,1295,1274,1217.9625,1.063251126,1.046009216,0,0.666666667,-4.619529038,101,121,66.88057768
99,Bradley,MVC,26-8,111.0440927,93,104.2021954,128,0.675097678,99,26.68281823,8.317181774,15,5,15-5,0.486852471,0.417555503,0.513115234,0.489100117,0.417555503,0.513115234,0.870894063,0.886739518,107.0466538,107.0987877,107.1496658,107.1265865,110.7945683,103.4774289,116.536872,98.68358394,0.871280099,1,0.105707925,1523,1407,1357.15,1.12220462,1.036731386,0,0.75,-2.038192561,68,14,65.65914504
100,Akron,MAC,28-6,113.6909286,62,106.8297426,186,0.671691013,100,28.10285215,6.897147852,17,1,17-1,0.369808412,0.430061603,0.325838914,0.386297827,0.430061603,0.325838914,0.891784459,0.863428848,104.3714281,108.8193426,104.9644117,108.4450492,113.9754522,106.7362644,114.2976264,110.5592049,0.594458649,1,0.072171971,1556,1357,1313.0875,1.184993384,1.033442174,0,0.944444444,-1.82928834,65,35,71.17586706
101,Lipscomb,ASun,25-9,110.7175009,97,104.0410486,125,0.671562078,101,25.10075423,9.899245773,14,4,14-4,0.37779133,0.469614143,0.318227043,0.394084442,0.469614143,0.318227043,0.873950983,0.816218335,105.3685706,109.9825852,105.7778905,109.4481613,112.5780138,107.4056779,99.63904969,104.103463,0.376587613,2,0.004276205,1440,1216,1190.575,1.209499612,1.021355228,0,0.777777778,-4.127924113,90,166,66.08059605
102,UAB,Amer,22-12,117.2113393,33,110.1628457,255,0.671111782,102,22.28351738,12.71648262,13,5,13-5,0.468035378,0.318435332,0.541996687,0.477311527,0.318435332,0.541996687,0.866283111,0.931564525,105.6347565,106.7410049,105.8257794,106.5364274,119.7469233,110.5002787,0,0,0,0,-0.022681966,1456,1380,1233.6,1.180285344,1.118677043,0,0.722222222,-6.202794375,125,235,69.00048248
103,Troy,SB,23-10,106.6779296,163,100.6484766,73,0.661295595,103,23.12557171,10.87442829,13,5,13-5,0.400506409,0.423402206,0.373496749,0.416123499,0.423402206,0.373496749,0.853553109,0.794053465,105.1211505,107.7001252,105.7067894,107.4193143,107.0729986,101.7042552,89.38237363,94.32045549,0.350143674,3,-0.003285491,1300,1150,1179.275,1.10237222,0.975175426,0,0.722222222,-4.496858184,98,186,66.13744072
104,Providence,BE,20-Dec,111.1508511,92,104.9906097,143,0.658293773,104,12,20,6,14,14-Jun,0.680689444,0.500889402,0.775915918,0.680689444,0.500889402,0.775915918,0.709387994,0.83303622,111.168476,102.2536316,111.168476,102.2536316,113.2079764,105.7306214,133.6528373,119.7610387,0.779386277,10,-0.061564991,1438,1533,1362.5125,1.055403161,1.125127292,0,0.3,-8.509247232,169,318,66.16882154
105,New Mexico St.,CUSA,17-15,104.7009227,209,99.00037336,52,0.655616365,105,17,15,10,8,8-Oct,0.497523954,0.402521269,0.560469089,0.497523954,0.402521269,0.560469089,0.842897914,0.839439487,106.4254234,104.123959,106.4254234,104.123959,104.8384756,94.83557415,110.8708081,104.0888233,0.673903114,3,-0.085986873,1183,1116,1164.3375,1.016028428,0.958484975,0,0.555555556,-8.438757296,167,340,64.71136108
106,Washington St.,WCC,19-14,112.6711069,69,106.6564618,180,0.652691198,106,19.45776327,14.54223673,8,10,10-Aug,0.58532324,0.559260254,0.59502828,0.58840273,0.559260254,0.59502828,0.77919527,0.829452956,109.270546,104.5805835,109.2054997,104.4418148,112.1857559,109.7026235,133.0942424,122.5241087,0.721441053,7,0.043782223,1380,1453,1270.125,1.086507234,1.143981892,0,0.444444444,-4.839063415,107,72,70.61918398
107,Syracuse,ACC,14-19,110.9398239,95,105.1841385,147,0.648548998,107,14,19,7,13,13-Jul,0.662358761,0.547858477,0.714335352,0.662358761,0.547858477,0.714335352,0.720316005,0.736910257,111.4341852,103.0009588,111.4341852,103.0009588,112.8359318,106.100198,117.6891565,114.8969325,0.568597442,9,-0.030736186,1481,1555,1380.7875,1.072576338,1.126168943,0,0.35,-7.725399123,152,255,68.08399819
108,Saint Louis,A10,19-14,108.8182629,123,103.4844309,110,0.640599486,108,19.31066683,14.68933317,11,7,7-Nov,0.548310284,0.42101678,0.632953065,0.554116674,0.42101678,0.632953065,0.821103192,0.864657119,107.7528811,104.2777836,107.8580662,104.181413,109.0099123,99.75896774,116.4567528,103.7264882,0.791050365,2,0.01012977,1297,1237,1223.7125,1.059889476,1.010858351,0,0.611111111,-6.457374996,131,146,67.13754592
109,UNC Wilmington,CAA,27-7,112.2292523,76,106.7918243,184,0.639020758,109,27.077734,7.922265995,14,4,14-4,0.362811097,0.33666911,0.37265067,0.37971796,0.33666911,0.37265067,0.900609882,0.903430916,104.5206322,108.9548505,105.1718359,108.5834852,112.5970649,107.3168856,110.8896534,107.3301374,0.592714953,1,0.050637563,1391,1239,1197.9,1.161198765,1.034310043,0,0.777777778,-3.257406538,80,58,65.13215547
110,Utah Valley,WAC,25-8,106.9746937,160,101.840119,91,0.637762071,110,25.19014422,8.809855776,15,1,15-1,0.419451098,0.421498882,0.402027235,0.43204303,0.421498882,0.402027235,0.881504043,0.879944666,104.2420073,106.568051,104.497729,106.2641524,108.3014938,101.7865218,0,0,0,0,0.086597494,1222,1073,1120.2375,1.090840112,0.957832602,0,0.9375,-3.107142667,79,24,67.86058302
111,Florida Atlantic,Amer,18-15,112.2054768,77,106.8212611,185,0.637726597,111,18.52002547,15.47997453,10,8,8-Oct,0.529101535,0.534440576,0.536324915,0.533734545,0.534440576,0.536324915,0.834290348,0.800170547,107.65638,105.243929,107.8232609,105.2578171,111.859556,106.9208744,111.2404485,102.984028,0.70824626,1,-0.035619579,1356,1333,1222.2875,1.109395294,1.090578117,0,0.555555556,-7.877168624,157,269,68.90720004
112,DePaul,BE,14-19,109.288747,115,104.0669021,126,0.637154191,112,14.22372108,19.77627892,4,16,16-Apr,0.638835096,0.358768925,0.777995301,0.64531102,0.358768925,0.777995301,0.709202645,0.855629923,109.7527494,102.599789,109.8062411,102.38647,107.1386074,106.5214064,108.5851129,107.6843965,0.52392937,11,-0.033789089,1333,1550,1348.7375,0.988331681,1.149222884,0,0.2,-7.493056989,149,265,67.01999619
113,North Alabama,ASun,24-10,112.0051311,82,106.6574,181,0.637056884,113,24.31718177,10.68281823,14,4,14-4,0.346383242,0.354627123,0.32618723,0.357543254,0.354627123,0.32618723,0.896333646,0.867867532,104.398101,109.9780017,104.6432393,109.7619279,113.8102773,107.1223225,114.0385571,107.1264195,0.672400057,1,-0.028458679,1442,1258,1206.7375,1.194957478,1.042480241,0,0.777777778,-5.678576978,120,250,66.49291101
114,St. Thomas,Sum,24-10,114.10213,58,108.7806819,230,0.633959678,114,24,10,12,4,4-Dec,0.402671528,0.383444191,0.420091767,0.402671528,0.383444191,0.420091767,0.896633771,0.881616478,106.7215951,109.3637733,106.7215951,109.3637733,116.7212326,112.1392205,0,0,0,0,0.020700072,1311,1238,1083.975,1.209437487,1.14209276,0,0.75,-5.204478036,113,130,67.78511363
115,N.C. State,ACC,19-Dec,107.7091164,145,102.7170915,102,0.633146807,115,12,19,5,15,15-May,0.628795713,0.441876874,0.731601074,0.628795713,0.441876874,0.731601074,0.73295381,0.788405067,110.694294,104.0008014,110.694294,104.0008014,108.7139795,104.6023505,115.9376075,112.8964231,0.575831917,7,-0.081746473,1346,1465,1312.65,1.02540662,1.116062926,0,0.25,-8.86115951,177,338,65.14541917
116,George Washington,A10,21-12,107.6318593,147,102.6873545,101,0.632002851,116,21.2298614,12.7701386,9,9,9-Sep,0.451509996,0.263072723,0.5737071,0.463287402,0.263072723,0.5737071,0.869306003,0.940938762,104.3068627,106.0822712,104.6433769,105.8713213,105.9858757,98.72594226,127.5638723,113.2075197,0.797870541,1,-0.011377232,1239,1200,1208.025,1.025641026,0.993356926,0,0.5,-6.536661895,134,204,66.78957127
117,Northern Iowa,MVC,20-12,108.5636507,125,103.6899409,116,0.629066145,117,20.13851249,12.86148751,14,6,14-6,0.492103431,0.459840463,0.51550632,0.504059162,0.459840463,0.51550632,0.863060539,0.888737407,106.8306682,106.6979337,107.190927,106.456574,108.8809723,103.3658687,102.9607209,110.1934873,0.314160925,1,0.001288715,1439,1346,1305.15,1.102555262,1.031299084,0,0.7,-6.583413224,136,172,64.95642752
118,Washington,B10,13-18,109.2484576,116,104.4639197,133,0.625978832,118,13,18,4,16,16-Apr,0.69828102,0.408009748,0.85793022,0.69828102,0.408009748,0.85793022,0.668463745,0.870955681,112.7435405,101.468926,112.7435405,101.468926,109.5328353,105.6383943,121.3147584,116.2851687,0.619386241,12,0.031859783,1374,1602,1370.8,1.002334403,1.168660636,0,0.2,-5.574854871,118,106,67.64563055
119,Northern Colorado,BSky,25-9,111.7517409,86,106.8646634,187,0.62580013,119,25.23981014,9.76018986,15,3,15-3,0.384246654,0.42220581,0.350919235,0.396045595,0.42220581,0.350919235,0.883617659,0.831115615,105.6275726,108.801352,105.6941233,108.3908091,112.3777271,108.5189692,104.4290505,104.2325109,0.50541575,1,0.042391681,1439,1297,1232.825,1.167237848,1.052055239,0,0.833333333,-4.139249826,91,76,68.67584463
120,Middle Tennessee,CUSA,22-11,108.4899988,130,103.8433521,121,0.623259482,120,22.69201508,11.30798492,12,6,6-Dec,0.526764063,0.467704223,0.564003319,0.525924431,0.467704223,0.564003319,0.846254302,0.842085295,106.8364402,103.9183426,107.0143083,104.1895834,108.2183845,103.8320061,106.647333,100.7990658,0.65669063,2,0.089975404,1326,1288,1252.625,1.058576988,1.028240695,0,0.666666667,-4.250103715,92,21,68.26389678
121,California,ACC,14-19,110.0219653,104,105.660894,162,0.614227968,121,14,19,6,14,14-Jun,0.638079901,0.490831727,0.717434329,0.638079901,0.490831727,0.717434329,0.724142946,0.784770416,111.0081741,103.6544811,111.0081741,103.6544811,110.4255882,106.9743715,107.9116916,100.2424851,0.700103944,8,-0.031024758,1473,1562,1389.3125,1.060236628,1.124297089,0,0.3,-7.998685931,158,256,67.4787282
122,North Dakota St.,Sum,21-11,115.5182485,50,111.1723916,271,0.608493486,122,21,11,10,6,6-Oct,0.404297633,0.38758688,0.423217095,0.404297633,0.38758688,0.423217095,0.893989841,0.87971717,107.3603396,109.5489899,107.3603396,109.5489899,115.68598,114.2704523,119.065747,99.38713312,0.888698127,1,-0.012598988,1300,1248,1083.4875,1.199829255,1.151836085,0,0.625,-6.422460219,130,212,64.98359958
123,Duquesne,A10,13-19,106.4321207,166,102.7226358,103,0.600598999,123,13,19,8,10,10-Aug,0.528908556,0.404331471,0.609783263,0.528908556,0.404331471,0.609783263,0.85757604,0.918440116,106.5867011,104.683258,106.5867011,104.683258,109.0524624,102.9523721,104.1898496,100.9715231,0.5892404,1,-0.157649959,1272,1251,1198.0875,1.061692072,1.044164137,0,0.444444444,-12.84210595,251,363,65.02928154
124,Kennesaw St.,CUSA,19-14,107.0914942,155,103.3984547,109,0.599546453,124,19,14,10,8,8-Oct,0.523717331,0.430587972,0.566588571,0.523717331,0.430587972,0.566588571,0.845865539,0.869573978,106.7533757,103.5107481,106.7533757,103.5107481,105.4687655,101.7548623,116.7854339,108.2250036,0.705878081,2,0.022209116,1313,1286,1273.0625,1.031371201,1.010162502,0,0.555555556,-7.225624445,141,123,70.10782698
125,Cornell,Ivy,18-11,114.6611671,56,110.8213165,265,0.596695729,125,18,11,9,5,5-Sep,0.396946448,0.36177301,0.399971299,0.396946448,0.36177301,0.399971299,0.905620072,0.915625353,104.8080193,107.8366105,104.8080193,107.8366105,114.9138951,111.1343517,0,0,0,0,-0.049793715,1173,1094,1003.525,1.168879699,1.090157196,0,0.642857143,-7.225997734,142,298,70.69470308
126,Nebraska Omaha,Sum,22-12,112.161242,78,108.4183052,221,0.59635886,126,22.09122554,12.90877446,13,3,13-3,0.424499289,0.419269893,0.424704641,0.439124426,0.419269893,0.424704641,0.862999503,0.843161651,106.5986676,108.3308586,106.7792667,107.7477821,117.0964986,109.9739316,92.98515368,100.2482761,0.29631342,1,0.00775652,1347,1231,1105.8125,1.218108857,1.113208614,0,0.8125,-6.521573074,132,154,67.69426162
